,tgt,sr_corr,sr_pval,kt_corr,kt_pval
0,newsqa,0.9198413526771736,1.054762985810453e-27,0.7687645687645688,7.124938256575801e-20
1,adversarial_hotpotqa,0.9046863584177018,2.1209030378841586e-25,0.7743589743589744,3.850777922129437e-20
