tgt_acc,src_acc,Gen_type,NSD,arch,ft,size
0.8155,0.9259975570032574,ROB,-0.11932813015279765,eo,plain,large
0.751,0.8862988599348535,ROB,-0.15265602388882513,ed,adapter,base
0.695,0.8642100977198697,ROB,-0.19579740871613666,eo,lora,large
0.7775,0.9098127035830619,ROB,-0.14542850749608416,eo,plain,large
0.7785,0.9139861563517915,ROB,-0.14823655195456062,eo,plain,base
0.729,0.8582043973941368,ROB,-0.1505520104376705,ed,lora,base
0.734,0.8895561889250815,ROB,-0.17486943586222686,do,adapter,large
0.7315,0.8840594462540716,ROB,-0.17256695451928605,eo,adapter,base
0.6425,0.8159609120521173,ROB,-0.21258483033932143,eo,lora,base
0.8015,0.9174470684039088,ROB,-0.1263801176078997,eo,adapter,large
0.6555,0.8175895765472313,ROB,-0.19825298804780883,do,lora,base
0.685,0.851078990228013,ROB,-0.1951393373998325,do,adapter,base
0.8125,0.926099348534202,ROB,-0.1226643218289734,eo,plain,large
0.763,0.9057410423452769,ROB,-0.15759586423915484,eo,plain,base
0.795,0.9048249185667753,ROB,-0.12137698278771514,ed,lora,large
0.6865,0.8499592833876222,ROB,-0.192314251497006,eo,adapter,base
0.781,0.9146986970684039,ROB,-0.14616692632984638,eo,plain,base
0.6975,0.8645154723127035,ROB,-0.19318968562345457,eo,lora,large
0.785,0.9074714983713354,ROB,-0.13495905776780698,eo,lora,large
0.776,0.9067589576547231,ROB,-0.14420475976650202,do,plain,large
0.7125,0.8633957654723127,ROB,-0.17477010139118127,do,lora,large
0.808,0.9195846905537459,ROB,-0.12134248394952396,ed,plain,large
0.7295,0.8850773615635179,ROB,-0.1757782633697527,do,adapter,large
0.7485,0.8969869706840391,ROB,-0.16553971856559233,do,plain,base
0.76,0.8980048859934854,ROB,-0.15367943776921336,ed,plain,base
0.645,0.8099552117263844,ROB,-0.2036596707301747,eo,lora,base
0.762,0.8982084690553745,ROB,-0.1516446056210335,do,plain,large
0.688,0.8340798045602605,ROB,-0.17513888210886017,do,lora,large
0.812,0.9210097719869706,ROB,-0.11835897435897426,ed,plain,large
0.729,0.8580008143322475,ROB,-0.15035045675643607,ed,lora,base
0.737,0.8844666123778502,ROB,-0.16672942801242954,do,adapter,large
0.6375,0.8137214983713354,ROB,-0.21656242181636226,eo,lora,base
0.804,0.9166327361563518,ROB,-0.12287662409772342,eo,adapter,large
0.745,0.8947475570032574,ROB,-0.1673629124004551,do,plain,base
0.76,0.8968851791530945,ROB,-0.15262285779139714,ed,plain,base
0.728,0.88314332247557,ROB,-0.1756717381281697,eo,adapter,base
0.812,0.9258957654723127,ROB,-0.12301143359718548,eo,plain,large
0.792,0.9048249185667753,ROB,-0.1246925413432332,ed,lora,large
0.8005,0.9178542345276873,ROB,-0.12785715870023293,ed,adapter,large
0.7615,0.9069625407166124,ROB,-0.16038428731762075,eo,plain,base
0.7205,0.8716408794788274,ROB,-0.1733981081396707,eo,lora,base
0.736,0.8891490228013029,ROB,-0.17224224384659417,eo,adapter,large
0.778,0.9144951140065146,ROB,-0.14925734639358854,eo,plain,base
0.685,0.852707654723127,ROB,-0.19667661453981133,eo,adapter,base
0.774,0.9115431596091205,ROB,-0.15089045226130646,eo,plain,large
0.687,0.8562703583061889,ROB,-0.19768330955777452,eo,lora,large
0.789,0.9085912052117264,ROB,-0.13162267533049518,eo,lora,large
0.748,0.8865024429967426,ROB,-0.15623469973590534,ed,adapter,base
0.5473515248796148,0.7857288273615635,Comp,-0.30338367917899517,do,adapter,base
0.5280898876404494,0.852707654723127,Comp,-0.3806905746472753,eo,adapter,base
0.6388443017656501,0.8968851791530945,Comp,-0.287707817438912,ed,plain,base
0.6597110754414125,0.9181596091205212,Comp,-0.2814854096301068,ed,adapter,large
0.6131621187800963,0.9146986970684039,Comp,-0.3296567265862824,eo,plain,base
0.6067415730337079,0.9098127035830619,Comp,-0.3331137599593705,eo,plain,large
0.4943820224719101,0.7947882736156352,Comp,-0.37797016025050656,do,lora,base
0.6693418940609952,0.9213151465798045,Comp,-0.27349300991545494,ed,plain,large
0.6115569823434992,0.9166327361563518,Comp,-0.33282223269932965,eo,adapter,large
0.6548956661316212,0.926099348534202,Comp,-0.29284512815156666,eo,plain,large
0.5040128410914928,0.8137214983713354,Comp,-0.38060768690482544,eo,lora,base
0.651685393258427,0.8860952768729642,Comp,-0.2645425268959464,ed,adapter,base
0.6565008025682183,0.8585097719869706,Comp,-0.23530188707254246,ed,lora,base
0.5248796147672552,0.870928338762215,Comp,-0.39733317724713474,eo,lora,base
0.5457463884430177,0.8840594462540716,Comp,-0.38268134484004535,eo,adapter,base
0.622792937399679,0.9057410423452769,Comp,-0.3123940416931393,do,plain,large
0.5409309791332263,0.8895561889250815,Comp,-0.3919091499021839,do,adapter,large
0.5955056179775281,0.9075732899022801,Comp,-0.34384845322888785,eo,lora,large
0.5585874799357945,0.8895561889250815,Comp,-0.3720604871393472,eo,adapter,large
0.5778491171749599,0.8967833876221498,Comp,-0.3556424827324851,do,plain,base
0.5313001605136437,0.8714372964169381,Comp,-0.3903173955278547,eo,lora,base
0.5569823434991974,0.8817182410423453,Comp,-0.3682989445236533,eo,adapter,base
0.6420545746388443,0.8582043973941368,Comp,-0.2518628702108876,ed,lora,base
0.5826645264847512,0.8856881107491856,Comp,-0.34213351244843165,eo,adapter,large
0.5730337078651685,0.8097516286644951,Comp,-0.29233398540950156,do,lora,large
0.6709470304975923,0.905435667752443,Comp,-0.2589787939732044,ed,lora,large
0.44141252006420545,0.8458876221498371,Comp,-0.4781664744752402,do,adapter,base
0.6581059390048154,0.9182614006514658,Comp,-0.28331307562539554,ed,adapter,large
0.608346709470305,0.9144951140065146,Comp,-0.3347731440520618,eo,plain,base
0.5120385232744783,0.8499592833876222,Comp,-0.39757287992233836,eo,adapter,base
0.5858747993579454,0.9041123778501629,Comp,-0.3519889631960757,eo,plain,base
0.622792937399679,0.9106270358306189,Comp,-0.3160834096786892,eo,plain,large
0.651685393258427,0.9258957654723127,Comp,-0.2961568487938888,eo,plain,large
0.637239165329053,0.8862988599348535,Comp,-0.28101096127338737,ed,adapter,base
0.47191011235955055,0.8099552117263844,Comp,-0.41736270657028723,eo,lora,base
0.4478330658105939,0.7307614006514658,Comp,-0.3871692382611402,do,lora,base
0.5232744783306581,0.8642100977198697,Comp,-0.3945054799622632,eo,lora,large
0.6067415730337079,0.9067589576547231,Comp,-0.33086784761078286,do,plain,large
0.5634028892455859,0.8844666123778502,Comp,-0.36300264887229416,do,adapter,large
0.5425361155698234,0.88314332247557,Comp,-0.38567602589235306,eo,adapter,base
0.6019261637239165,0.8340798045602605,Comp,-0.2783350460796002,do,lora,large
0.5762439807383628,0.8969869706840391,Comp,-0.3575782039521475,do,plain,base
0.5601926163723917,0.8891490228013029,Comp,-0.3699676859482111,eo,adapter,large
0.5842696629213483,0.9074714983713354,Comp,-0.3561564589411861,eo,lora,large
0.6581059390048154,0.8980048859934854,Comp,-0.26714659433424326,ed,plain,base
0.593900481540931,0.9069625407166124,Comp,-0.34517639386553245,eo,plain,base
0.6581059390048154,0.9048249185667753,Comp,-0.27267040783178015,ed,lora,large
0.6709470304975923,0.9195846905537459,Comp,-0.2703803821553745,ed,plain,large
0.6147672552166934,0.9174470684039088,Comp,-0.3299152873350942,eo,adapter,large
0.4959871589085072,0.8159609120521173,Comp,-0.39214348189656006,eo,lora,base
0.5441412520064205,0.8645154723127035,Comp,-0.3705824020121188,eo,lora,large
0.6035313001605136,0.9115431596091205,Comp,-0.3379015641790189,eo,plain,large
0.5264847512038523,0.8514861563517915,Comp,-0.3816872449699169,eo,adapter,base
0.579454253611557,0.9057410423452769,Comp,-0.3602429099258332,eo,plain,base
0.6581059390048154,0.8968851791530945,Comp,-0.26623167123104,ed,plain,base
0.6613162118780096,0.9178542345276873,Comp,-0.2794975639913978,ed,adapter,large
0.6035313001605136,0.9139861563517915,Comp,-0.339671289366646,eo,plain,base
0.48635634028892455,0.851078990228013,Comp,-0.4285414798471003,do,adapter,base
0.6613162118780096,0.9048249185667753,Comp,-0.2691224586016913,ed,lora,large
0.478330658105939,0.8175895765472313,Comp,-0.41495015124094314,do,lora,base
0.5601926163723917,0.8562703583061889,Comp,-0.3457760029431317,eo,lora,large
0.6757624398073836,0.9210097719869706,Comp,-0.2662809230031237,ed,plain,large
0.6163723916532905,0.9169381107491856,Comp,-0.3277928091028057,eo,adapter,large
0.6597110754414125,0.9259975570032574,Comp,-0.28756715344218575,eo,plain,large
0.6308186195826645,0.8865024429967426,Comp,-0.2884186337375019,ed,adapter,base
0.5906902086677368,0.8982084690553745,Comp,-0.34236847122032565,do,plain,large
0.5585874799357945,0.8850773615635179,Comp,-0.36888287488335303,do,adapter,large
0.6565008025682183,0.8580008143322475,Comp,-0.23484827566375882,ed,lora,base
0.5104333868378812,0.8716408794788274,Comp,-0.41439944034855253,eo,lora,base
0.5264847512038523,0.8633957654723127,Comp,-0.3902161995016924,do,lora,large
0.5698234349919743,0.8947475570032574,Comp,-0.3631461404594818,do,plain,base
0.5746388443017657,0.9085912052117264,Comp,-0.3675496295742162,eo,lora,large
0.6571574121242996,0.8850773615635179,OOD,-0.2575141556401243,do,adapter,large
0.8135506877228732,0.8980048859934854,OOD,-0.0940464796883353,ed,plain,base
0.8069281711665818,0.8582043973941368,OOD,-0.05974826787563758,ed,lora,base
0.51777890983189,0.7307614006514658,OOD,-0.29145284716694697,do,lora,base
0.8716250636780438,0.9195846905537459,OOD,-0.052153572551128784,ed,plain,large
0.8349465104431992,0.9169381107491856,OOD,-0.08941890335324272,eo,adapter,large
0.7199184921039226,0.8969869706840391,OOD,-0.1974036238732484,do,plain,base
0.7192052980132451,0.8891490228013029,OOD,-0.1911307558463515,eo,adapter,large
0.736220071319409,0.9057410423452769,OOD,-0.18716273537403075,eo,plain,base
0.876413652572593,0.905435667752443,OOD,-0.032053094674181756,ed,lora,large
0.8020376974019359,0.8860952768729642,OOD,-0.09486291335133627,ed,adapter,base
0.803871625063678,0.9144951140065146,OOD,-0.12096673590543484,eo,plain,base
0.7365257259296994,0.870928338762215,OOD,-0.15432109262115856,eo,lora,base
0.5909322465613857,0.851078990228013,OOD,-0.3056669788040841,do,adapter,base
0.7575140091696383,0.8817182410423453,OOD,-0.14086612490388753,eo,adapter,base
0.7552725420275089,0.9067589576547231,OOD,-0.1670635998116022,do,plain,large
0.5843097300050942,0.8097516286644951,OOD,-0.27840870049402316,do,lora,large
0.8628629648497198,0.9181596091205212,OOD,-0.060225524757910515,ed,adapter,large
0.8187468160978095,0.9075732899022801,OOD,-0.09787250770021527,eo,lora,large
0.850127356087621,0.9258957654723127,OOD,-0.08183254769076635,eo,plain,large
0.7402954661232807,0.9069625407166124,OOD,-0.18376401131368025,eo,plain,base
0.7023942944472745,0.8947475570032574,OOD,-0.21498048365756262,do,plain,base
0.8033622007131941,0.9146986970684039,OOD,-0.12171931228506357,eo,plain,base
0.7355068772287315,0.8714372964169381,OOD,-0.1559841651798787,eo,lora,base
0.683239938869078,0.8642100977198697,OOD,-0.2094052815724591,eo,lora,large
0.7647478349465104,0.8840594462540716,OOD,-0.13495881053373415,eo,adapter,base
0.7993886907794192,0.8862988599348535,OOD,-0.09805966484242404,ed,adapter,base
0.7506877228731533,0.8982084690553745,OOD,-0.16423887244947205,do,plain,large
0.8497198166072338,0.926099348534202,OOD,-0.08247444731265495,eo,plain,large
0.7660723382577688,0.9115431596091205,OOD,-0.15958742031889214,eo,plain,large
0.8626591951095263,0.9182614006514658,OOD,-0.0605516092721443,ed,adapter,large
0.6558329088130412,0.8844666123778502,OOD,-0.25849896464733374,do,adapter,large
0.810188487009679,0.8585097719869706,OOD,-0.056285072755147346,ed,lora,base
0.8154865002547121,0.8968851791530945,OOD,-0.09075707882166704,ed,plain,base
0.541110545084055,0.7947882736156352,OOD,-0.31917648630817674,do,lora,base
0.6499235863474274,0.8514861563517915,OOD,-0.23671855202903438,eo,adapter,base
0.8429954151808456,0.9174470684039088,OOD,-0.08115089773253881,eo,adapter,large
0.5925624044829343,0.8159609120521173,OOD,-0.2737857957035496,eo,lora,base
0.8728476821192053,0.9210097719869706,OOD,-0.052292702349793004,ed,plain,large
0.6770249617931737,0.8645154723127035,OOD,-0.216873516465779,eo,lora,large
0.7993886907794192,0.9139861563517915,OOD,-0.12538205833422267,eo,plain,base
0.5628120224146714,0.8458876221498371,OOD,-0.3346491807218132,do,adapter,base
0.8747834946510443,0.9048249185667753,OOD,-0.03320136669458216,ed,lora,large
0.7296994396332145,0.9041123778501629,OOD,-0.19291068509832254,eo,plain,base
0.7253183902190524,0.8895561889250815,OOD,-0.18462892029843567,eo,adapter,large
0.7158430973000509,0.8967833876221498,OOD,-0.2017658810583768,do,plain,base
0.8503311258278146,0.9259975570032574,OOD,-0.08171342419122239,eo,plain,large
0.764951604686704,0.9106270358306189,OOD,-0.15997266214596692,eo,plain,large
0.8124299541518084,0.9074714983713354,OOD,-0.10473226364695835,eo,lora,large
0.7599592460519613,0.9057410423452769,OOD,-0.16095306437239065,do,plain,large
0.6654100866021396,0.8633957654723127,OOD,-0.22931045852635937,do,lora,large
0.8002037697401936,0.8580008143322475,OOD,-0.06736245890050277,ed,lora,base
0.8132450331125828,0.8968851791530945,OOD,-0.09325624727068292,ed,plain,base
0.5970453387671931,0.8099552117263844,OOD,-0.26286622998002956,eo,lora,base
0.8733571064696892,0.9213151465798045,OOD,-0.0520538930551069,ed,plain,large
